pubchem_cid,MOL_ID,molecule_ID,molecule_name,tpsa,rbn,inchikey,ob,dl,bbb,caco2,mw,hdon,hacc,alogp,halflife,FASA,smiles
,MOL000028,28,α-Amyrin,20.23,0,FSLPMRQHCOLESF-FRCIEAHOSA-N,39.5120897831,0.7629,1.28332,1.41514,426.8,1.0,1.0,7.349,3.831888,0.0,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C
5318102.0,MOL000029,29,beta-Humulene,0.0,0,HAVYZKHVTLAPDZ-PPGMXFKZSA-N,26.866432388,0.061239,2.01289,1.82014,204.39,0.0,0.0,5.089,,0.0,CC1=CCC(C=CCC(=C)CCC1)(C)C
7015153.0,MOL000030,30,(1R)-2-methyl-1-phenylprop-2-en-1-ol,20.23,2,ZGYBYYJGIKPBFD-SNVBAGLBSA-N,75.1034694564,0.028357,1.38252,1.26587,148.22,1.0,1.0,2.317,-2.129028,0.0,CC(=C)C(C1=CC=CC=C1)O
11106487.0,MOL000031,31,"(3S)-3-[(1R)-1,5-dimethylhex-4-enyl]-6-methylenecyclohexene",0.0,4,PHWISBHSBNDZDX-CABCVRRESA-N,19.8609491736,0.055576,1.99287,1.88063,204.39,0.0,0.0,5.135,,0.0,
91457.0,MOL000032,32,beta-Eudesmol,20.23,1,BOPIMTNSYWYZOC-VNHYZAJKSA-N,26.0915572301,0.095471,1.384,1.31702,222.41,1.0,1.0,3.72,,0.0,CC12CCCC(=C)C1CC(CC2)C(C)(C)O
15976101.0,MOL000033,33,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",20.23,7,KLEXDBGYSOIREE-UIFQYPGESA-N,36.2284705584,0.78288,1.09243,1.44856,428.82,1.0,1.0,8.54,5.217923,0.0,CCCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
92138.0,MOL000034,34,"2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol",20.23,3,GFJIQNADMLPFOW-VNHYZAJKSA-N,19.0331206245,0.072534,1.46215,1.37343,222.41,1.0,1.0,3.701,,0.0,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O
442393.0,MOL000035,35,beta-Selinene,0.0,1,YOVSPTNQHMDJAG-QLFBSQMISA-N,24.3882141582,0.081081,2.11989,1.82578,204.39,0.0,0.0,4.807,,0.0,CC(=C)C1CCC2(CCCC(=C)C2C1)C
5281515.0,MOL000036,36,beta-caryophyllene,0.0,0,NPNUFJAVOOONJE-GFUGXAQUSA-N,29.7022945117,0.089893,2.06535,1.82766,204.39,0.0,0.0,4.753,,0.0,CC1=CCCC(=C)C2CC(C2CC1)(C)C
12309452.0,MOL000037,37,γ-elemene,0.0,2,BQSLMQNYHVFRDT-CABCVRRESA-N,23.7859225264,0.060288,2.09899,1.86537,204.39,0.0,0.0,4.929,,0.0,CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C
9215.0,MOL000038,38,Akridin,12.89,0,DZBUGLKDJFMEHC-UHFFFAOYSA-N,33.7124255211,0.097884,1.5345,1.62661,179.23,0.0,1.0,3.353,6.819501,0.0,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
443166.0,MOL000039,39,"(1S,2R,4R)-Neoiso-dihydrocarveol",20.23,1,KRCZYMFUWVJCLI-IVZWLZJFSA-N,52.3950187368,0.029275,1.69238,1.38366,154.28,1.0,1.0,2.583,11.455076,0.0,CC1CCC(CC1O)C(=C)C
5280460.0,MOL000040,40,Scopoletol,59.67,1,RODXRVNMMDRFIK-UHFFFAOYSA-N,27.7734608153,0.076154,0.29931,0.71351,192.18,1.0,4.0,1.616,,0.0,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
6925665.0,MOL000041,41,PHA,63.32,3,COLNVLDHVKWLRT-QMMMGPOBSA-N,41.6178844433,0.036077,0.21788,0.36023,165.21,3.0,3.0,0.955,4.61834,0.0,C1=CC=C(C=C1)CC(C(=O)O)N
7311724.0,MOL000042,42,LPG,63.32,1,QNAYBMKLOCPYGJ-REOHCLBHSA-N,87.69200501,0.0059892,-0.76534,-0.34365,89.11,3.0,3.0,-0.601,11.5838,0.0,CC(C(=O)O)N
5321018.0,MOL000043,43,atractylenolide i,30.21,0,ZTVSGQPHMUYCRS-SWLSCSKDSA-N,37.3654313365,0.1488,1.285,1.29634,230.33,0.0,2.0,3.323,7.099736,0.0,CC1=C2CC3C(=C)CCCC3(C=C2OC1=O)C
14448070.0,MOL000044,44,atractylenolideII,26.3,0,OQYBLUDOOFOBPO-KCQAQPDRSA-N,47.5039802837,0.14799,1.37316,1.29724,232.35,0.0,2.0,3.573,7.209052,0.0,CC1=C2CC3C(=C)CCCC3(CC2OC1=O)C
155948.0,MOL000045,45,atractylenolide iii,46.53,0,FBMORZZOJSDNRQ-GLQYFDAESA-N,68.1129985935,0.17145,0.63167,0.74506,248.35,1.0,3.0,2.925,7.169618,0.0,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C
12299876.0,MOL000046,46,atractylone,13.14,0,TYPSVDGIQAOBAD-ZFWWWQNUSA-N,41.1007739542,0.12713,1.85447,1.76369,216.35,0.0,1.0,4.109,1.73847,0.0,CC1=COC2=C1CC3C(=C)CCCC3(C2)C
7466421.0,MOL000047,47,juniper camphor,20.23,0,STRABSCAWZINIF-RRFJBIMHSA-N,33.2966085207,0.096606,1.60937,1.43681,222.41,1.0,1.0,3.928,9.266679,0.0,CC(=C1CCC2(CCCC(C2C1)(C)O)C)C
9601230.0,MOL000048,48,"(5E,9Z)-3,6,10-trimethyl-4,7,8,11-tetrahydrocyclodeca[b]furan",13.14,0,VMDXHYHOJPKFEK-RZWYOFBOSA-N,43.1688023489,0.09533,1.82621,1.77271,216.35,0.0,1.0,4.632,-1.402133,0.0,CC1=CCC2=C(CC(=CCC1)C)OC=C2C
,MOL000049,49,3β-acetoxyatractylone,39.44,2,YYGOPZCCRBWMBK-ZOBUZTSGSA-N,54.066717067,0.21906,1.07517,1.13182,274.39,0.0,3.0,3.387,-1.305993,0.0,
5257127.0,MOL000050,50,GLY,63.32,1,DHMQDGOQFOQNFH-UHFFFAOYSA-N,48.7371354815,0.0033178,-1.02919,-0.55597,75.08,3.0,3.0,-0.978,11.946,0.0,C(C(=O)O)N
161658.0,MOL000051,51,Polymannose,118.22,5,GZCGUPFRVQAUEE-KVTDHHQDSA-N,1.76440792588,0.034581,-4.53441,-1.94165,180.18,5.0,6.0,-2.684,,0.0,C(C(C(C(C(C=O)O)O)O)O)O
44272391.0,MOL000052,52,Gulutamine,100.62,4,WHUUTDBJXJRKMK-VKHMYHEASA-N,6.65591856909,0.021387,-1.97001,-1.05342,147.15,4.0,5.0,-0.924,,0.0,C(CC(=O)O)C(C(=O)O)N
5984.0,MOL000053,53,Methose,118.22,5,BJHIKXHVCXFQLS-UYFOZJQFSA-N,1.67735504787,0.034399,-4.58177,-1.80248,180.18,5.0,6.0,-2.693,,0.0,C(C(C(C(C(=O)CO)O)O)O)O
28782.0,MOL000054,54,L-,125.22,6,ODKSFYDXXFIFQN-BYPYZUCNSA-N,47.64200167,0.031878,-1.03774,-0.49475,174.24,7.0,6.0,-1.107,0.853607,0.0,C(CC(C(=O)O)N)CN=C(N)N
5962.0,MOL000055,55,L-Lysin,89.34,5,KDXKERNSBIXSRK-YFKPBYRVSA-N,29.3325621817,0.018179,-1.44013,-0.66241,146.22,5.0,4.0,-0.68,,0.0,C(CCN)CC(C(=O)O)N
6942100.0,MOL000056,56,DTY,83.55,3,OUYCCCASQSFEME-QMMMGPOBSA-N,57.5545947054,0.046654,-0.48594,-0.10054,181.21,4.0,4.0,0.688,0.964133,0.0,
6782.0,MOL000057,57,DIBP,52.6,8,MGWAVDBGNNKXQV-UHFFFAOYSA-N,49.6340827018,0.13067,0.6794,0.8468,278.38,0.0,4.0,3.924,3.938548,0.0,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
10878761.0,MOL000058,58,"2-[(2R,5S,6S)-6,10-dimethylspiro[4.5]dec-9-en-2-yl]propan-2-ol",20.23,1,ICWHTQRTTHCUHW-GZBFAFLISA-N,38.5922411595,0.087072,1.41907,1.33572,222.41,1.0,1.0,3.666,7.609815,0.0,CC1CCC=C(C12CCC(C2)C(C)(C)O)C
6029.0,MOL000059,59,uridine,124.78,2,DRTQHJPVMGBUCF-XVFCMESISA-N,10.4879353113,0.11058,-1.61259,-1.14305,244.23,4.0,8.0,-2.45,,0.0,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
13986099.0,MOL000060,60,"selina-4(14),7(11)-dien-8-one",17.07,0,NKGSEACIYQINQJ-UKRRQHHQSA-N,32.3117142889,0.095813,1.57046,1.42409,218.37,0.0,1.0,3.806,7.684951,0.0,CC(=C1CC2C(=C)CCCC2(CC1=O)C)C
6971047.0,MOL000061,61,Prolinum,49.33,1,ONIBWKKTOPOVIA-BYPYZUCNSA-N,77.5746812914,0.014161,0.28935,0.22374,115.15,2.0,3.0,-0.057,11.1341,0.0,C1CC(NC1)C(=O)O
,MOL000062,62,biatractylolide,52.6,1,RBJDJJGMGHKQMI-NKVIMRNUSA-N,17.4461659813,0.81468,0.36773,0.82865,462.68,0.0,4.0,6.677,,0.0,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)C45CC6(CCCC(=C)C6CC4=C(C(=O)O5)C)C)C
,MOL000063,63,ATRACTYLODES MACROCEPHALA,52.6,1,RBJDJJGMGHKQMI-XHDLGADSSA-N,14.5978870833,0.81472,0.60456,0.88058,462.68,0.0,4.0,6.677,,0.0,
6857549.0,MOL000064,64,D-Serin,83.55,2,MTCFGRXMJLQNBG-UWTATZPHSA-N,83.59301703,0.0091338,-1.75482,-0.94329,105.11,4.0,4.0,-1.489,11.5135,0.0,C(C(C(=O)O)N)O
44367445.0,MOL000065,65,ASI,100.62,3,CKLJMWTZIZZHCS-REOHCLBHSA-N,79.7370198521,0.017132,-1.535,-1.02271,133.12,4.0,5.0,-1.245,11.375,0.0,C(C(C(=O)O)N)C(=O)O
44584667.0,MOL000066,66,alloaromadedrene,0.0,0,ITYNGVSTWVVPIC-PDWCTOEPSA-N,53.4613596861,0.10414,2.09907,1.82544,204.39,0.0,0.0,4.223,12.514836,0.0,CC1CCC2C1C3C(C3(C)C)CCC2=C
6971018.0,MOL000067,67,L-Valin,63.32,2,KZSNJWFQEVHDMF-BYPYZUCNSA-N,53.3298055291,0.011914,-0.14396,0.04105,117.17,3.0,3.0,0.242,11.3439,0.0,CC(C)C(C(=O)O)N
7043901.0,MOL000068,68,L-Ile,63.32,3,AGPKZVBTJJNPAG-WHFBIAKZSA-N,59.0513730242,0.015008,-0.1082,0.05945,131.2,3.0,3.0,0.699,11.206,0.0,CCC(C)C(C(=O)O)N
985.0,MOL000069,69,palmitic acid,37.3,14,IPCSVZSSVZVIGE-UHFFFAOYSA-N,19.2965647018,0.098573,0.99862,1.09151,256.48,1.0,2.0,6.368,,0.0,CCCCCCCCCCCCCCCC(=O)O
86950.0,MOL000070,70,Ethyl pivaloylacetate,43.37,5,VUYNTIDSHCJIKF-UHFFFAOYSA-N,40.5219186178,0.03061,0.83477,0.81948,172.25,0.0,3.0,1.687,1.916552,0.0,CCOC(=O)CC(=O)C(C)(C)C
6971009.0,MOL000071,71,Istidina,92.0,3,HNDVDQJCIGZPNO-YFKPBYRVSA-N,53.1753062753,0.029475,-0.39524,-0.25034,155.18,4.0,4.0,-1.015,-5.717124,0.0,C1=C(NC=N1)CC(C(=O)O)N
14448075.0,MOL000072,72,8β-ethoxy atractylenolide Ⅲ,35.53,2,JATCNILBQFTWFJ-XKQJLSEDSA-N,35.950919284,0.21079,1.12047,1.07824,276.41,0.0,3.0,3.682,8.34119,0.0,CCOC12CC3(CCCC(=C)C3CC1=C(C(=O)O2)C)C
182232.0,MOL000073,73,ent-Epicatechin,110.38,1,PFTAWBLQPZVEMU-ZFWWWQNUSA-N,48.95984114,0.24162,-0.64284,0.01948,290.29,5.0,6.0,1.92,0.626389,0.34225169,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
10613719.0,MOL000074,74,"(4E,6E)-1,7-bis(4-hydroxyphenyl)hepta-4,6-dien-3-one",57.53,6,QIROPQQWKBMABC-ZPUQHVIOSA-N,67.9234911821,0.23563,-0.42281,0.82858,294.37,2.0,3.0,3.976,4.381483,0.44782755,
24901215.0,MOL000075,75,"(4E,6E)-7-(4-hydroxy-3-methoxyphenyl)-1-(4-hydroxyphenyl)-4",66.76,7,VJBQUBGTUNBGDY-ZUVMSYQZSA-N,4.52636946123,0.30492,-0.08827,0.77376,324.4,2.0,4.0,3.96,,0.36674881,COC1=C(C=CC(=C1)C=CC=CC(=O)CCC2=CC=C(C=C2)O)O
46881044.0,MOL000076,76,"1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadien-3one",75.99,8,QWMYYGNLMQEGNV-GGWOSOGESA-N,4.49357505507,0.3849,-0.37714,0.69407,354.43,2.0,5.0,3.944,,0.33780175,COC1=C(C=CC(=C1)CCC(=O)C=CC=CC2=CC(=C(C=C2)O)OC)O
7041.0,MOL000077,77,Aldrich,38.69,2,KLIDCXVFHGNTTM-UHFFFAOYSA-N,37.4955734498,0.032131,1.32338,1.23931,154.18,1.0,3.0,1.53,11.3579,0.2268153,COC1=C(C(=CC=C1)OC)O
,MOL000078,78,"6,7-dihydroxy-3,7-dimethyloct-2-enoic acid",77.76,5,MUEMUGYSVXBBRL-CZEYKFRCSA-N,23.5570009797,0.047554,-0.38417,-0.12636,202.28,3.0,4.0,1.075,,0.3082895,CC(=CC(=O)O)CCC(C(C)(C)O)O
24901150.0,MOL000079,79,"6,7-dihydroxy-indan-4-carbaldehyde",57.53,1,BVKKHPBKRVEHGR-UHFFFAOYSA-N,46.2657918905,0.061521,0.37205,0.69852,178.2,2.0,3.0,2.112,13.752643,0.29635116,C1CC2=C(C1)C(=C(C=C2C=O)O)O
,MOL000080,80,6-(4-hydroxyphenyl)-4-hydroxyhexan-2-one,57.53,5,UQCZHQXVWIAYFM-LBPRGKRZSA-N,9.48870620592,0.064285,-0.32984,0.25617,208.28,2.0,3.0,1.454,,0.36117744,CC(=O)CC(CCC1=CC=C(C=C1)O)O
24901151.0,MOL000081,81,6-hydroxy-indan-4-carbaldehyde,37.3,1,SKBQQCVQPDIEEL-UHFFFAOYSA-N,44.4007187046,0.049383,0.78831,1.01212,162.2,1.0,2.0,2.379,13.537413,0.32344273,C1CC2=C(C1)C(=CC(=C2)O)C=O
11034432.0,MOL000082,82,"(3R,5R)-1,7-bis(4-hydroxyphenyl)heptane-3,5-diol",80.92,8,GZVIQGVWSNEONZ-RTBURBONSA-N,5.54701065377,0.25144,-0.899,0.14171,316.43,4.0,4.0,3.409,,0.34837598,C1=CC(=CC=C1CCC(CC(CCC2=CC=C(C=C2)O)O)O)O
11412603.0,MOL000083,83,"(2E,6E)-8-hydroxy-2,6-dimethylocta-2,6-dienal",37.3,5,FRKZCCBKUZTFCA-TXFIJWAUSA-N,64.2761713734,0.028158,0.04239,0.52751,168.26,1.0,2.0,2.1,5.052581,0.31503114,CC(=CCO)CCC=C(C)C=O
,MOL000084,84,beta-daucosterol,99.38,9,NPJICTMALKLTFW-MIUSHEDASA-N,20.63193686,0.62747,-0.88406,-0.19332,576.95,4.0,6.0,6.337,,0.22304766,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
,MOL000085,85,beta-daucosterol_qt,20.23,6,KZJWDPNRJALLNS-RWAAMKJNSA-N,36.9139058327,0.75382,0.88071,1.30463,414.79,1.0,1.0,8.084,5.020895,0.22305635,
6451614.0,MOL000086,86,(24S)-5beta-Stigmastan-3beta-ol,20.23,6,LGJMUZUPVCAVPU-RMEUMSAISA-N,25.3221163528,0.74704,1.1794,1.4083,416.81,1.0,1.0,8.334,,0.20196062,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C(C)C
,MOL000087,87,beta-sitosterol 3-O-glucoside,99.38,9,NPJICTMALKLTFW-OXJCHFBDSA-N,20.6319368572,0.62465,-1.17917,-0.44913,576.95,4.0,6.0,6.337,,0.23488908,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
,MOL000088,88,beta-sitosterol 3-O-glucoside_qt,20.23,6,KZJWDPNRJALLNS-IGZQAXATSA-N,36.9139058327,0.7549,0.90919,1.30455,414.79,1.0,1.0,8.084,4.547095,0.23161308,
289.0,MOL000089,89,catechol,40.46,0,YCIMNLLNPGFGHC-UHFFFAOYSA-N,29.8607010782,0.01616,1.32074,1.08575,110.12,2.0,2.0,1.295,,0.42386028,C1=CC=C(C(=C1)O)O
5281767.0,MOL000090,90,Curcumin,96.22,7,ZIUSSTSXXLLKKK-KOBPDPAPSA-N,5.1507681316,0.41331,-0.76441,0.49605,368.41,3.0,6.0,3.357,,0.31799567,COC1=C(C=CC(=C1)C=CC(=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O)O
,MOL000091,91,daucosterin,99.38,9,NPJICTMALKLTFW-HSJJZCRLSA-N,20.6319368572,0.62621,-1.00431,-0.28094,576.95,4.0,6.0,6.337,,0.21972373,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
,MOL000092,92,daucosterin_qt,20.23,6,KZJWDPNRJALLNS-ACOXGQJNSA-N,36.9139058327,0.75549,1.14616,1.42385,414.79,1.0,1.0,8.084,3.492595,0.22199425,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
,MOL000093,93,daucosterol,99.38,9,NPJICTMALKLTFW-OIRPGMGKSA-N,20.6319368572,0.62684,-0.9747,-0.25675,576.95,4.0,6.0,6.337,,0.22694775,
,MOL000094,94,daucosterol_qt,20.23,6,KZJWDPNRJALLNS-LMNNXUPLSA-N,36.9139058327,0.75579,0.86892,1.29985,414.79,1.0,1.0,8.084,4.956863,0.21856771,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
,MOL000095,95,delta 7-stigmastenol,20.23,6,LGJMUZUPVCAVPU-BDICFNGDSA-N,25.3221163528,0.74807,0.97623,1.31471,416.81,1.0,1.0,8.334,,0.20989478,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C(C)C
73160.0,MOL000096,96,(-)-catechin,110.38,1,PFTAWBLQPZVEMU-HIFRSBDPSA-N,49.6763868,0.24162,-0.78354,-0.02751,290.29,5.0,6.0,1.92,0.383809,0.34617227,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
5280343.0,MOL000098,98,quercetin,131.36,1,REFJWTPEDVJJIY-UHFFFAOYSA-N,46.4333481195,0.27525,-0.7689,0.04842,302.25,5.0,7.0,1.504,14.400548,0.38453352,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
